Type_L,Type_M,Process temperature [K],Temperature difference,Rotational speed [rpm],Torque [Nm],Power [W],Tool wear [min],Machine failure
False,True,308.5,11.3,1364,54.0,7713.24,43,0
True,False,308.5,11.4,1578,35.6,5882.82,46,0
True,False,308.5,11.4,1712,32.1,5754.9,48,0
True,False,308.5,11.4,1733,28.7,5208.46,50,0
True,False,308.6,11.4,1652,32.1,5553.2,52,0
True,False,308.6,11.4,1917,24.1,4838.02,54,0
False,True,308.6,11.4,1444,41.1,6214.95,56,0
True,False,308.6,11.5,1442,37.1,5602.32,59,0
False,True,308.6,11.5,1717,31.3,5627.86,61,0
True,False,308.7,11.6,1474,42.3,6529.3,64,0
True,False,308.7,11.5,1509,39.3,6210.27,66,0
True,False,308.8,11.6,1451,43.1,6548.97,68,0
True,False,308.8,11.5,1554,36.1,5874.72,70,0
True,False,308.7,11.5,1669,30.7,5365.66,72,0
True,False,308.6,11.4,1366,50.4,7209.58,74,0
True,False,308.6,11.4,1578,34.4,5684.52,76,0
False,True,308.6,11.4,1513,39.0,6179.2,78,0
False,True,308.5,11.4,1515,42.1,6679.18,81,0
True,False,308.6,11.4,1562,33.0,5397.88,84,0
True,False,308.7,11.5,1501,38.5,6051.6,86,0
False,True,308.7,11.5,1398,38.1,5577.77,88,0
True,False,308.7,11.4,1352,53.8,7617.06,91,0
False,False,308.7,11.4,1569,33.9,5569.95,93,0
False,False,308.6,11.4,1486,46.6,7251.59,98,0
True,False,308.6,11.4,1864,23.6,4606.66,103,0
False,True,308.7,11.4,1447,44.5,6743.06,105,0
True,False,308.6,11.4,1392,41.5,6049.45,108,0
True,False,308.6,11.3,1358,47.6,6769.17,110,0
True,False,308.7,11.4,1491,40.2,6276.71,112,0
True,False,308.7,11.4,1556,36.7,5980.04,114,0
True,False,308.7,11.4,1531,36.7,5883.96,116,0
False,False,308.7,11.3,1429,37.6,5626.63,118,0
False,True,308.8,11.4,1573,33.9,5584.15,123,0
True,False,308.8,11.4,1538,41.2,6635.63,126,0
True,False,308.8,11.4,1467,39.0,5991.33,128,0
False,False,308.7,11.3,1323,51.1,7079.61,130,0
False,True,308.7,11.3,1798,23.0,4330.58,135,0
True,False,308.6,11.2,1411,46.3,6841.27,138,0
True,False,308.5,11.2,1528,44.5,7120.52,140,0
True,False,308.5,11.2,1504,42.0,6614.94,142,0
True,False,308.5,11.2,1384,39.6,5739.31,144,0
True,False,308.4,11.2,1677,26.4,4636.24,146,0
True,False,308.5,11.2,1764,30.8,5689.55,148,0
False,True,308.5,11.1,1472,42.0,6474.19,150,0
False,True,308.5,11.1,1465,55.9,8575.87,153,0
False,True,308.6,11.2,1657,33.1,5743.53,156,0
True,False,308.6,11.2,1635,30.5,5222.11,159,0
False,True,308.7,11.3,1582,31.9,5284.77,161,0
True,False,308.7,11.2,1761,26.2,4831.58,164,0
True,False,308.8,11.3,1587,34.9,5800.04,166,0
False,True,308.7,11.2,1446,53.0,8025.51,168,0
False,True,308.7,11.2,1352,53.0,7503.8,171,0
False,True,308.7,11.3,1392,46.4,6763.72,174,0
True,False,308.8,11.3,1417,49.8,7389.72,177,0
False,False,308.8,11.3,1824,24.0,4584.21,179,0
True,False,308.8,11.3,1603,36.7,6160.67,184,0
True,False,308.8,11.4,1620,33.4,5666.18,186,0
True,False,308.8,11.4,1353,49.4,6999.28,188,0
True,False,308.8,11.3,1360,50.7,7220.64,190,0
True,False,308.6,11.1,1380,53.5,7731.46,192,0
False,True,308.7,11.2,1363,53.6,7650.49,194,0
False,True,308.6,11.2,1452,41.2,6264.59,197,0
True,False,308.6,11.2,1680,32.8,5770.48,200,0
True,False,308.6,11.1,1536,39.0,6273.13,202,0
True,False,308.6,11.1,1621,28.9,4905.8,0,0
True,False,308.6,11.1,1585,37.6,6240.88,2,0
False,True,308.7,11.1,1408,51.5,7593.44,4,0
False,False,308.6,11.1,1536,38.7,6224.88,7,0
True,False,308.6,11.1,1352,52.6,7447.17,12,0
False,False,308.6,11.1,1481,38.8,6017.49,14,0
True,False,308.7,11.2,1454,45.0,6851.81,19,0
False,True,308.6,11.1,1349,51.5,7275.25,21,0
False,True,308.6,11.1,1327,52.1,7239.98,24,0
True,False,308.7,11.1,1552,42.3,6874.81,27,0
True,False,308.7,11.2,1456,44.7,6815.5,29,0
False,True,308.6,11.0,1254,45.8,6014.39,31,0
True,False,308.6,11.1,1437,43.3,6515.88,34,0
True,False,308.6,11.1,1694,27.1,4807.41,36,0
True,False,308.5,11.0,1306,50.7,6933.93,38,0
False,True,308.5,11.0,1699,30.1,5355.36,40,0
True,False,308.5,11.1,1369,53.2,7626.82,43,0
True,False,308.5,11.1,1471,43.9,6762.48,45,0
True,False,308.5,11.1,1410,43.9,6482.05,47,0
False,True,308.5,11.1,1412,45.5,6727.83,49,0
True,False,308.5,11.1,1418,51.2,7602.82,52,0
True,False,308.5,11.1,1782,25.9,4833.21,54,0
False,True,308.5,11.1,1497,36.4,5706.26,56,0
True,False,308.4,11.1,1459,39.4,6019.77,59,0
True,False,308.3,11.1,1796,23.8,4476.22,61,0
True,False,308.3,11.1,1569,31.2,5126.33,63,0
True,False,308.4,11.1,1469,46.7,7184.02,65,0
True,False,308.4,11.1,1472,41.3,6366.29,67,0
True,False,308.5,11.1,1475,47.2,7290.59,69,0
True,False,308.6,11.2,1488,36.4,5671.96,71,0
True,False,308.6,11.2,1524,43.1,6878.45,73,0
True,False,308.5,11.1,1486,48.6,7562.82,75,0
False,True,308.6,11.1,1255,60.7,7977.39,77,0
False,True,308.6,11.2,1469,42.6,6553.3,80,0
True,False,308.5,11.1,1692,34.3,6077.47,83,0
False,True,308.6,11.2,1604,32.8,5509.43,85,0
True,False,308.6,11.2,1446,48.1,7283.53,88,0
True,False,308.5,11.2,1503,43.3,6815.15,90,0
False,True,308.5,11.2,1625,32.8,5581.56,92,0
True,False,308.5,11.3,1574,35.8,5900.87,95,0
False,True,308.4,11.2,1378,41.9,6046.33,97,0
True,False,308.4,11.3,1693,29.5,5230.07,100,0
True,False,308.4,11.2,1462,51.2,7838.73,102,0
False,False,308.5,11.2,1435,55.0,8265.01,104,0
False,True,308.5,11.3,1425,45.8,6834.53,109,0
False,False,308.6,11.3,1376,53.5,7709.05,112,0
False,True,308.7,11.3,1481,48.0,7444.32,117,0
False,False,308.7,11.3,1349,48.9,6907.95,120,0
True,False,308.7,11.4,1551,40.0,6496.81,125,0
False,False,308.7,11.3,1623,33.8,5744.65,127,0
True,False,308.8,11.4,1462,49.7,7609.08,132,0
False,True,308.8,11.5,1447,57.4,8697.79,134,0
False,True,308.9,11.6,1799,24.5,4615.58,137,0
False,True,308.8,11.5,1548,41.3,6694.99,140,0
False,True,308.8,11.6,1485,47.9,7448.87,143,0
True,False,308.7,11.5,1463,49.9,7644.93,146,0
True,False,308.7,11.4,1587,35.8,5949.61,148,0
False,True,308.8,11.5,1469,44.1,6784.05,150,0
False,False,308.7,11.4,1430,42.8,6409.27,153,0
False,False,308.7,11.3,1726,26.8,4844.0,158,0
True,False,308.8,11.4,1651,34.1,5895.63,163,0
True,False,308.8,11.4,1529,41.3,6612.81,165,0
True,False,308.8,11.4,1473,46.2,7126.45,167,0
False,False,308.8,11.4,1324,53.5,7417.72,169,0
True,False,308.9,11.5,1708,28.8,5151.21,174,0
False,True,309.1,11.6,1540,38.5,6208.83,176,0
True,False,309.0,11.5,1320,54.7,7561.19,179,0
False,True,308.9,11.5,1376,39.0,5619.68,181,0
False,True,308.7,11.4,1542,37.0,5974.68,184,0
True,False,308.7,11.4,1506,39.3,6197.92,187,0
True,False,308.7,11.4,1492,43.6,6812.15,189,0
False,False,308.8,11.5,1564,38.0,6223.7,191,0
False,False,308.9,11.5,1645,30.8,5305.73,196,0
False,True,308.9,11.5,1348,59.1,8342.69,201,0
False,True,308.8,11.4,1325,62.4,8658.23,204,1
True,False,308.9,11.4,1443,43.5,6573.31,0,0
False,True,308.9,11.4,1436,44.8,6736.92,2,0
True,False,308.9,11.4,1596,30.7,5130.97,5,0
True,False,309.0,11.4,1491,43.2,6745.13,7,0
False,True,308.9,11.2,1573,35.1,5781.82,9,0
True,False,308.9,11.2,1575,39.9,6580.85,12,0
True,False,308.9,11.2,1458,41.1,6275.21,14,0
False,True,309.0,11.3,1433,41.8,6272.65,16,0
True,False,308.9,11.2,1662,28.1,4890.64,19,0
False,True,308.9,11.2,1327,63.7,8851.95,21,0
True,False,308.9,11.2,1742,26.3,4797.69,24,0
True,False,308.9,11.1,1506,33.5,5283.22,26,0
True,False,309.1,11.2,1457,44.4,6774.4,28,0
False,True,309.1,11.2,1488,37.3,5812.2,30,0
True,False,309.1,11.2,1619,34.7,5883.08,33,0
False,True,309.2,11.2,1558,41.7,6803.5,35,0
True,False,309.2,11.2,1731,28.7,5202.45,38,0
False,True,309.1,11.1,1574,34.8,5736.05,40,0
True,False,309.0,11.1,1290,49.8,6727.41,43,0
False,False,308.9,11.0,1416,39.6,5872.01,45,0
True,False,308.9,11.0,1566,41.9,6871.23,50,0
True,False,309.0,11.1,1456,46.5,7089.95,52,0
True,False,309.0,11.1,1528,37.5,6000.44,54,0
False,True,309.1,11.2,1338,49.6,6949.71,56,0
False,True,309.1,11.2,1558,39.2,6395.61,59,0
False,True,309.1,11.2,1614,38.1,6439.57,62,0
False,False,309.1,11.1,1557,36.4,5934.97,65,0
True,False,309.3,11.2,1443,45.3,6845.31,70,0
False,False,309.3,11.2,1332,51.0,7113.82,72,0
False,True,309.3,11.2,1752,25.2,4623.42,77,0
False,True,309.2,11.1,1460,45.8,7002.4,80,0
True,False,309.2,11.1,1802,26.9,5076.16,83,0
True,False,309.2,11.2,1527,39.5,6316.33,85,0
True,False,309.2,11.2,1458,39.8,6076.72,87,0
False,False,309.2,11.2,1520,37.9,6032.7,89,0
True,False,309.2,11.2,1378,49.7,7171.9,94,0
False,True,309.2,11.3,1529,38.1,6100.44,96,0
True,False,309.2,11.2,1527,32.4,5180.99,99,0
False,True,309.2,11.2,1438,42.9,6460.18,101,0
True,False,309.0,11.1,1583,36.7,6083.81,104,0
True,False,308.9,11.1,1530,37.6,6024.32,106,0
False,True,308.9,11.2,1530,39.1,6264.65,108,0
False,True,308.8,11.1,2089,19.1,4178.31,111,0
True,False,308.8,11.1,1616,34.2,5787.57,114,0
False,True,308.9,11.2,1681,28.3,4981.76,116,0
True,False,308.8,11.2,1475,43.0,6641.85,119,0
True,False,308.7,11.2,1371,46.5,6676.04,121,0
False,True,308.7,11.2,1546,38.0,6152.08,123,0
False,False,308.6,11.2,1461,40.1,6135.12,126,0
True,False,308.7,11.3,1638,31.9,5471.84,131,0
False,True,308.7,11.4,1577,35.6,5879.09,133,0
True,False,308.6,11.2,1532,38.7,6208.67,136,0
False,True,308.5,11.2,1710,27.7,4960.26,138,0
False,True,308.6,11.3,1584,29.4,4876.76,141,0
True,False,308.6,11.3,1446,50.1,7586.38,144,0
False,False,308.7,11.3,1522,46.3,7379.45,146,0
False,True,308.7,11.3,1382,49.9,7221.66,151,0
True,False,308.7,11.3,1584,38.2,6336.47,154,0
True,False,308.6,11.3,1385,55.2,8006.03,156,0
True,False,308.7,11.4,1592,34.4,5734.96,158,0
False,True,308.6,11.4,1404,43.7,6425.06,160,0
True,False,308.5,11.3,1518,44.3,7042.13,163,0
True,False,308.4,11.3,1529,40.4,6468.71,165,0
True,False,308.4,11.3,1550,37.0,6005.68,167,0
True,False,308.3,11.2,1773,23.8,4418.9,169,0
True,False,308.5,11.3,1446,43.7,6617.26,171,0
False,True,308.5,11.3,1487,46.9,7303.19,173,0
False,True,308.5,11.2,1524,49.3,7867.93,176,0
True,False,308.3,11.2,1403,54.1,7948.47,179,0
True,False,308.2,11.1,2267,15.7,3727.18,181,0
False,True,308.2,11.1,1529,37.9,6068.42,183,0
True,False,308.2,11.1,1402,51.2,7517.04,186,0
True,False,308.3,11.1,1693,28.0,4964.14,188,0
True,False,308.3,11.2,1496,45.8,7175.06,190,0
True,False,308.1,11.0,1633,33.3,5694.55,192,0
True,False,308.2,11.1,1399,42.6,6241.03,194,0
False,True,308.1,11.1,1363,45.3,6465.81,196,0
False,False,308.2,11.1,1527,42.2,6748.08,199,0
False,True,308.2,11.0,1405,42.5,6253.08,204,0
False,True,308.3,11.0,1459,59.6,9106.05,207,1
False,True,308.4,11.0,1789,25.0,4683.59,210,0
True,False,308.4,11.0,1531,41.5,6653.53,213,0
False,True,308.4,11.0,1620,35.8,6073.33,215,0
True,False,308.4,11.0,1571,39.4,6481.88,0,0
True,False,308.4,11.0,1434,39.9,5991.71,2,0
True,False,308.4,11.0,1474,43.6,6729.96,4,0
False,True,308.3,11.0,1544,41.7,6742.36,6,0
True,False,308.2,10.9,1601,35.7,5985.33,9,0
True,False,308.3,10.9,1801,26.9,5073.35,11,0
True,False,308.3,10.9,1465,42.0,6443.41,13,0
False,True,308.4,11.0,1340,52.6,7381.07,15,0
False,True,308.4,11.0,1517,41.0,6513.25,18,0
False,True,308.4,11.1,1434,44.8,6727.53,21,0
False,False,308.3,11.0,1935,19.3,3910.81,24,0
False,True,308.3,11.0,1595,32.2,5378.3,29,0
True,False,308.3,11.0,2188,17.0,3895.16,32,0
False,True,308.4,11.1,1449,44.4,6737.21,34,0
True,False,308.3,11.0,1471,38.2,5884.43,37,0
True,False,308.2,10.8,1639,33.8,5801.29,39,0
False,True,308.2,10.9,1846,24.5,4736.16,41,0
False,True,308.2,10.9,1452,38.2,5808.43,44,0
False,True,308.3,10.9,1483,41.9,6507.04,47,0
True,False,308.3,10.9,1284,60.3,8107.95,50,0
True,False,308.2,10.8,1419,50.0,7429.87,52,0
True,False,308.1,10.8,1763,28.4,5243.23,54,0
False,True,308.0,10.8,1478,42.5,6577.97,56,0
True,False,308.0,10.7,1518,36.0,5722.73,59,0
True,False,308.0,10.7,1447,49.0,7424.94,61,0
False,True,308.0,10.6,1355,55.1,7818.43,63,0
True,False,308.1,10.7,1348,57.4,8102.71,66,0
True,False,308.1,10.7,1348,53.7,7580.41,68,0
False,True,308.1,10.7,1734,27.7,5029.88,70,0
True,False,308.0,10.7,1420,46.5,6914.65,73,0
True,False,307.9,10.6,1797,24.7,4648.08,75,0
False,True,308.0,10.7,1403,45.0,6611.48,77,0
True,False,307.9,10.6,1628,30.2,5148.61,80,0
False,True,307.9,10.7,1687,30.4,5370.53,82,0
False,True,307.9,10.7,1456,44.9,6845.99,85,0
True,False,307.9,10.8,1496,44.7,7002.74,88,0
True,False,307.8,10.7,1636,30.3,5191.04,90,0
True,False,307.8,10.7,1536,40.4,6498.32,92,0
True,False,307.8,10.7,1454,50.6,7704.48,94,0
True,False,307.8,10.8,1396,50.0,7309.44,96,0
True,False,307.6,10.6,1575,37.4,6168.52,98,0
True,False,307.6,10.7,1514,35.7,5660.08,100,0
False,True,307.4,10.6,1455,49.9,7603.13,102,0
True,False,307.4,10.6,1549,48.3,7834.79,105,0
True,False,307.5,10.7,1474,42.4,6544.73,107,0
False,False,307.4,10.7,1661,34.2,5948.73,109,0
True,False,307.4,10.7,1535,34.6,5561.77,114,0
False,True,307.5,10.6,1556,31.2,5083.85,116,0
True,False,307.6,10.7,1435,45.0,6762.28,119,0
False,True,307.5,10.6,1332,51.1,7127.77,121,0
True,False,307.6,10.6,1513,42.4,6717.9,124,0
True,False,307.7,10.7,1502,39.4,6197.19,126,0
True,False,307.7,10.7,1315,60.1,8276.16,128,0
False,True,307.7,10.7,1261,51.1,6747.84,130,0
True,False,307.8,10.7,1406,60.4,8893.05,133,0
True,False,307.8,10.7,1584,42.3,7016.56,135,0
False,True,307.8,10.7,1443,43.9,6633.76,137,0
True,False,307.9,10.7,1580,35.8,5923.37,140,0
True,False,307.9,10.7,1825,24.6,4701.39,142,0
True,False,307.9,10.7,1469,48.2,7414.77,144,0
True,False,307.9,10.7,1493,38.4,6003.71,146,0
False,True,308.0,10.7,1598,29.4,4919.86,148,0
False,False,307.9,10.7,1450,37.2,5648.58,151,0
False,True,307.9,10.7,1632,37.5,6408.85,156,0
False,True,307.9,10.8,1980,20.3,4209.11,159,0
True,False,308.0,10.8,1474,43.7,6745.4,162,0
True,False,307.9,10.7,1540,37.1,5983.06,164,0
False,True,307.9,10.8,1609,38.9,6554.42,166,0
True,False,308.0,10.9,1467,42.8,6575.1,169,0
True,False,307.9,10.8,1492,39.4,6155.93,171,0
True,False,307.9,10.9,1493,46.1,7207.58,173,0
True,False,307.8,10.8,1500,39.9,6267.48,175,0
True,False,307.8,10.7,1477,36.6,5660.96,177,0
True,False,307.9,10.8,1342,49.1,6900.22,179,0
False,True,307.8,10.7,1538,34.3,5524.32,181,0
True,False,307.9,10.7,1337,58.1,8134.6,184,0
True,False,307.9,10.6,1417,41.8,6202.61,186,0
True,False,308.0,10.6,1383,46.2,6691.03,188,0
False,True,308.0,10.6,1440,42.4,6393.77,190,0
True,False,307.9,10.6,1579,34.4,5688.13,193,0
True,False,307.9,10.7,1441,40.0,6036.05,195,0
False,True,307.9,10.7,1530,35.9,5751.94,197,0
True,False,308.0,10.8,1705,26.0,4642.23,200,0
False,False,308.0,10.8,1435,43.0,6461.73,202,0
False,True,308.1,10.9,1340,61.3,8601.89,207,1
True,False,308.1,10.9,1431,49.7,7447.74,210,0
True,False,308.2,10.9,1396,52.7,7704.15,212,1
False,True,308.1,10.8,1369,52.0,7454.79,214,0
True,False,308.1,10.8,1615,35.4,5986.93,217,1
True,False,308.1,10.9,1662,31.3,5447.58,0,0
True,False,308.2,10.9,1553,33.5,5448.1,2,0
False,True,308.2,10.8,1536,34.6,5565.39,4,0
True,False,308.3,10.9,1548,46.6,7554.15,7,0
True,False,308.3,10.9,1706,30.9,5520.34,9,0
True,False,308.3,10.9,1366,45.5,6508.65,11,0
True,False,308.4,10.9,1440,35.9,5413.59,13,0
False,True,308.4,10.9,1685,28.1,4958.32,15,0
False,True,308.3,10.9,1444,44.0,6653.47,18,0
True,False,308.3,10.9,1395,48.7,7114.29,21,0
True,False,308.3,10.9,1483,38.8,6025.62,23,0
False,True,308.4,10.9,1403,44.3,6508.64,25,0
False,False,308.4,10.9,1793,23.9,4487.52,28,0
True,False,308.3,10.9,1723,28.8,5196.45,33,0
True,False,308.2,10.8,1386,41.0,5950.8,35,0
False,False,308.2,10.8,1585,46.2,7668.31,37,0
False,True,308.1,10.8,1731,27.7,5021.18,42,0
True,False,308.3,11.0,1519,37.7,5996.91,45,0
True,False,308.2,10.9,1896,24.4,4844.59,47,0
True,False,308.3,11.0,2358,14.9,3679.24,49,0
False,True,308.3,11.0,1341,51.9,7288.28,51,0
True,False,308.3,11.0,1550,37.0,6005.68,54,0
True,False,308.3,11.0,1309,61.5,8430.31,56,0
False,True,308.4,11.1,1599,32.9,5509.0,58,0
True,False,308.4,11.0,1343,40.0,5625.55,61,0
True,False,308.4,11.0,1378,39.9,5757.72,63,0
True,False,308.4,11.0,1603,34.6,5808.16,65,0
True,False,308.4,11.0,1664,28.1,4896.53,67,0
True,False,308.4,11.1,1488,37.4,5827.78,69,0
False,True,308.4,11.1,1370,50.5,7245.04,71,0
True,False,308.5,11.2,1545,34.3,5549.47,74,0
False,True,308.5,11.1,1566,31.4,5149.32,76,0
True,False,308.6,11.2,1820,24.6,4688.51,79,0
False,True,308.6,11.2,1901,22.1,4399.5,81,0
False,True,308.5,11.1,1638,32.2,5523.3,84,0
False,True,308.4,11.1,1521,38.2,6084.45,87,0
False,False,308.4,11.1,1864,23.1,4509.07,90,0
True,False,308.3,11.0,1430,41.9,6274.49,95,0
False,True,308.4,11.1,1686,34.5,6091.23,97,0
False,True,308.3,11.1,1326,57.2,7942.7,100,0
True,False,308.3,11.1,1805,25.6,4838.89,103,0
False,False,308.3,11.1,1453,45.8,6968.83,105,0
False,True,308.4,11.2,1863,26.0,5072.42,110,0
True,False,308.3,11.1,1576,35.3,5825.85,113,0
True,False,308.3,11.1,1419,39.7,5899.31,115,0
True,False,308.4,11.2,1833,25.2,4837.17,117,0
False,False,308.4,11.2,2182,17.3,3953.02,119,0
True,False,308.3,11.1,1656,30.3,5254.5,124,0
True,False,308.2,11.1,1351,56.6,8007.56,126,0
False,False,308.2,11.1,1790,30.3,5679.69,128,0
False,True,308.2,11.0,1678,28.1,4937.72,133,0
True,False,308.2,11.1,1427,45.2,6754.47,136,0
True,False,308.1,11.1,1429,54.0,8080.8,138,0
False,False,308.1,10.9,1770,27.2,5041.63,140,0
True,False,308.1,10.9,1689,31.2,5518.4,145,0
False,True,308.1,10.9,1554,41.3,6720.93,147,0
True,False,308.1,10.8,1506,36.0,5677.49,150,0
True,False,308.1,10.9,1474,44.3,6838.01,152,0
True,False,308.1,10.8,1762,26.1,4815.87,154,0
True,False,308.1,10.8,1566,35.7,5854.48,156,0
False,False,308.1,10.8,1554,42.4,6899.94,158,0
True,False,308.0,10.8,1869,25.4,4971.32,163,0
True,False,308.0,10.7,1527,35.1,5612.74,165,0
True,False,307.9,10.7,1309,49.6,6799.08,167,0
False,True,307.9,10.7,1541,35.7,5761.02,169,0
True,False,307.9,10.7,1326,75.4,10469.92,172,1
False,False,307.9,10.8,1365,54.0,7718.89,174,0
True,False,307.8,10.7,1428,43.7,6534.89,179,0
True,False,307.8,10.7,1681,27.6,4858.54,181,0
False,True,307.9,10.8,1662,26.9,4681.79,183,0
True,False,307.9,10.7,1989,20.3,4228.24,186,0
False,True,307.9,10.7,1747,29.0,5305.42,188,0
False,True,308.0,10.8,1765,31.1,5748.22,191,0
True,False,308.1,10.8,1568,34.4,5648.5,194,0
False,True,308.1,10.8,1709,30.6,5476.36,196,0
False,True,308.1,10.8,1370,58.8,8435.8,199,0
True,False,308.1,10.8,1458,45.7,6977.54,202,0
True,False,308.1,10.9,1712,30.9,5539.76,204,0
True,False,308.1,10.8,1642,36.9,6344.95,206,0
True,False,308.1,10.8,1468,49.8,7655.68,0,0
False,False,308.1,10.8,1477,52.3,8089.3,2,0
True,False,308.2,10.9,1446,53.5,8101.22,7,0
False,False,308.2,10.9,1653,31.4,5435.4,9,0
True,False,308.3,11.0,1494,38.2,5976.44,14,0
True,False,308.2,10.9,1490,41.0,6397.33,16,0
False,True,308.3,10.9,1550,47.8,7758.69,18,0
False,True,308.2,10.9,1677,34.9,6128.96,21,0
True,False,308.3,10.9,1854,21.8,4232.48,24,0
False,True,308.5,11.0,1662,30.3,5273.54,26,0
False,True,308.6,11.1,1440,38.8,5850.9,29,0
True,False,308.6,11.1,1513,39.7,6290.11,32,0
False,True,308.6,11.0,1389,49.0,7127.33,34,0
True,False,308.6,11.0,1351,51.0,7215.3,37,0
False,True,308.6,11.0,1482,38.3,5943.96,39,0
True,False,308.6,11.0,1744,28.5,5204.99,42,0
True,False,308.7,11.1,1476,39.0,6028.09,44,0
False,True,308.6,11.0,1444,48.2,7288.58,46,0
False,False,308.7,11.1,1659,32.1,5576.74,49,0
False,True,308.7,11.1,1475,46.6,7197.91,54,0
True,False,308.6,11.0,1526,42.1,6727.68,57,0
False,True,308.4,11.0,1675,29.5,5174.46,59,0
True,False,308.4,11.0,1525,38.7,6180.3,62,0
True,False,308.3,11.0,1396,45.9,6710.06,64,0
True,False,308.4,11.0,1580,41.2,6816.84,66,0
True,False,308.5,11.1,1462,42.8,6552.69,68,0
True,False,308.4,11.0,1426,50.4,7526.25,70,0
True,False,308.5,11.1,1569,34.2,5619.24,72,0
True,False,308.5,11.1,1477,40.7,6295.11,74,0
True,False,308.5,11.1,1761,27.2,5015.99,76,0
False,True,308.6,11.1,1486,45.9,7142.66,78,0
True,False,308.6,11.0,1664,30.1,5245.04,81,0
True,False,308.6,11.0,1576,32.7,5396.75,83,0
False,False,308.6,11.0,1463,46.7,7154.67,85,0
False,True,308.6,11.0,1585,42.0,6971.19,90,0
True,False,308.7,11.0,1479,45.7,7078.04,93,0
True,False,308.7,11.0,1449,40.2,6099.9,95,0
False,False,308.8,11.1,1404,50.3,7395.43,97,0
True,False,308.7,11.0,1694,29.1,5162.2,102,0
True,False,308.7,11.0,1731,28.4,5148.07,104,0
True,False,308.6,11.0,1522,37.0,5897.19,106,0
True,False,308.5,11.0,1536,36.9,5935.35,108,0
True,False,308.5,11.0,1373,39.9,5736.83,110,0
True,False,308.5,11.0,1597,36.4,6087.44,112,0
True,False,308.5,10.9,1678,34.2,6009.62,114,0
True,False,308.5,10.9,1452,42.6,6477.46,116,0
False,True,308.5,11.0,1447,41.6,6303.63,118,0
True,False,308.5,10.9,1574,37.1,6115.15,121,0
True,False,308.6,11.0,1528,40.0,6400.47,123,0
True,False,308.7,11.0,1688,27.2,4808.06,125,0
True,False,308.6,11.0,1393,40.4,5893.33,127,0
False,True,308.6,11.1,1429,50.5,7557.05,129,0
False,True,308.6,11.1,1347,57.0,8040.28,132,0
True,False,308.6,11.0,1553,40.5,6586.51,135,0
True,False,308.6,11.1,1260,53.6,7072.35,137,0
True,False,308.6,11.1,1546,33.8,5472.11,139,0
True,False,308.6,11.1,1596,36.0,6016.78,141,0
True,False,308.5,11.0,1340,57.4,8054.62,143,0
False,True,308.4,10.9,1369,54.8,7856.2,145,0
True,False,308.5,11.0,1462,52.3,8007.14,148,0
False,False,308.4,11.0,1487,46.2,7194.18,150,0
False,True,308.6,11.1,1510,35.5,5613.5,155,0
False,False,308.5,11.0,1671,28.0,4899.63,158,0
False,True,308.5,11.0,1612,30.0,5064.25,163,0
False,True,308.6,11.0,1509,39.7,6273.48,166,0
True,False,308.6,11.0,1415,47.3,7008.84,169,0
True,False,308.6,11.0,2384,14.4,3594.99,171,0
True,False,308.6,11.0,1326,62.4,8664.76,173,0
False,True,308.6,11.0,1390,53.4,7772.93,175,0
False,True,308.7,11.1,1392,41.2,6005.72,178,0
False,False,308.8,11.2,1385,44.4,6439.64,181,0
True,False,308.8,11.1,1896,24.5,4864.44,186,0
True,False,308.7,11.0,1474,46.8,7223.9,188,0
False,True,308.8,11.1,1388,45.6,6628.01,190,0
True,False,308.9,11.2,1715,27.2,4884.97,193,0
False,False,308.9,11.1,1650,32.2,5563.76,195,0
True,False,308.9,11.1,1871,25.6,5015.82,200,1
True,False,309.0,11.2,1403,64.2,9432.38,0,1
True,False,308.9,11.1,1518,40.4,6422.17,2,0
True,False,309.1,11.2,1504,43.0,6772.44,4,0
True,False,309.0,11.2,1340,56.9,7984.46,6,0
False,False,309.1,11.2,1435,44.7,6717.2,8,0
True,False,309.1,11.2,1507,36.9,5823.29,13,0
True,False,309.1,11.2,1521,36.1,5749.96,15,0
False,True,309.0,11.2,1576,45.0,7426.73,17,0
True,False,309.1,11.2,1543,36.6,5913.92,20,0
True,False,309.2,11.2,1665,36.6,6381.52,22,0
True,False,309.1,11.2,1442,50.3,7595.6,24,0
True,False,309.0,11.1,1629,29.0,4947.07,26,0
True,False,309.0,11.1,1379,47.3,6830.52,28,0
True,False,309.0,11.1,1502,40.2,6323.02,30,0
True,False,309.1,11.2,1595,32.0,5344.9,32,0
False,True,309.0,11.0,1439,38.5,5801.63,34,0
False,True,309.0,11.1,1970,21.6,4456.04,37,0
True,False,309.0,11.1,1562,35.8,5855.89,40,0
False,True,309.0,11.1,1530,40.9,6553.05,42,0
True,False,308.9,11.0,1393,40.6,5922.51,45,0
True,False,309.0,11.1,1532,37.6,6032.19,47,0
True,False,308.9,10.9,1607,37.7,6344.33,49,0
False,True,308.8,10.9,1469,49.0,7537.83,51,0
False,True,308.8,10.9,1538,37.6,6055.82,54,0
True,False,308.8,10.9,1613,31.4,5303.87,57,0
False,True,308.8,10.9,1602,32.1,5385.13,59,0
True,False,308.7,10.9,1404,44.2,6498.57,62,0
True,False,308.8,11.0,1548,36.9,5981.72,64,0
True,False,308.8,11.0,1559,35.2,5746.69,66,0
True,False,308.8,11.0,1621,36.1,6128.0,68,0
