record_index,Type_L,Type_M,Process temperature [K],Temperature difference,Rotational speed [rpm],Torque [Nm],Power [W],Tool wear [min]
3903,0,0,311.1,8.9,1476,39.6,6120.83,96
3018,0,1,309.8,9.3,1566,35.9,5887.28,204
4222,0,1,310.6,8.6,1535,38.6,6204.75,34
4896,0,1,312.4,8.7,1642,32.3,5553.98,206
3537,0,1,311.0,9.0,1980,21.5,4457.92,20
3499,1,0,311.0,9.1,1353,43.8,6205.84,130
3240,1,0,309.5,8.6,1612,35.2,5942.05,124
9085,0,0,307.9,10.8,1365,54.0,7718.89,174
9966,1,0,307.9,9.6,1507,41.2,6501.88,149
7292,0,1,310.4,10.3,1556,38.1,6208.16,92
1576,1,0,308.4,10.1,1490,41.7,6506.55,170
9143,1,0,308.5,10.9,1452,42.6,6477.46,116
5588,0,1,311.8,9.3,1566,37.6,6166.07,54
4884,0,0,312.5,8.7,1655,28.0,4852.71,170
2886,0,0,309.5,9.0,1635,34.2,5855.61,62
851,0,1,307.2,11.0,1389,48.6,7069.15,7
2843,1,0,309.2,8.9,1532,40.2,6449.31,194
9984,0,0,308.4,9.7,1432,42.8,6418.23,197
3236,0,1,309.4,8.6,1342,62.4,8769.32,113
3575,1,0,310.5,8.8,1567,39.1,6416.15,114
2863,1,0,309.4,8.8,1471,44.1,6793.29,244
3122,1,0,309.3,9.3,1473,46.0,7095.6,35
1498,1,0,308.8,10.8,1790,27.2,5098.6,193
724,1,0,308.9,11.4,1390,44.6,6492.0,140
2525,0,1,308.6,9.8,1598,35.1,5873.71,52
5908,0,1,310.3,9.5,1526,36.3,5800.83,205
4081,1,0,310.4,8.4,1336,58.2,8142.51,110
2587,1,0,308.7,9.7,2248,16.8,3954.89,204
3265,1,0,310.1,8.8,1355,53.6,7605.59,193
9457,0,1,309.3,10.8,1692,26.7,4730.86,118
6321,1,0,310.2,9.5,1286,64.9,8740.06,160
3951,0,1,311.4,9.1,1571,32.7,5379.63,17
5090,0,1,313.2,9.3,1570,40.7,6691.49,74
6946,1,0,311.2,10.5,1486,46.8,7282.71,56
464,1,0,308.6,11.3,1511,35.7,5648.87,120
1065,1,0,307.9,11.1,1718,25.2,4533.7,148
7006,0,0,310.6,10.0,1419,39.6,5884.45,3
6839,1,0,311.2,10.0,1558,34.1,5563.53,204
4998,0,1,312.8,9.2,1825,25.2,4816.06,29
5215,0,1,312.7,9.0,1532,42.7,6850.39,194
4141,0,0,310.1,8.4,1462,38.3,5863.74,49
7178,1,0,310.2,10.0,1600,31.5,5277.88,23
3655,1,0,311.4,9.3,1686,30.9,5455.63,106
1128,0,1,307.9,11.1,1843,25.2,4863.56,116
3372,1,0,310.8,9.4,1431,44.3,6638.53,21
3621,1,0,311.2,9.3,1657,29.1,5049.45,23
8821,0,0,308.7,11.3,1623,33.8,5744.65,127
1872,1,0,308.1,9.8,1326,58.4,8109.33,90
1171,0,0,308.1,11.1,1517,41.4,6576.8,222
8733,0,1,308.7,11.4,1447,44.5,6743.06,105
6389,0,0,309.9,9.6,1677,30.1,5286.01,130
8568,1,0,308.6,10.7,1691,29.6,5241.6,116
5046,0,1,313.2,9.1,1410,42.4,6260.57,155
3193,1,0,309.1,9.1,1401,44.5,6528.7,0
7899,1,0,312.4,11.5,1364,52.5,7498.98,125
1363,1,0,310.1,11.4,1433,54.6,8193.46,66
6254,1,0,310.5,9.5,1408,47.0,6929.93,202
6114,0,1,310.8,10.0,1549,35.5,5758.49,79
6971,0,1,311.0,10.3,1559,42.8,6987.45,121
7523,0,1,311.5,11.4,1343,46.2,6497.5,28
8395,0,1,309.5,11.0,1483,44.8,6957.41,92
7708,1,0,311.4,10.9,1709,32.3,5780.6,64
1212,1,0,307.9,11.0,1359,56.5,8040.75,110
7501,1,0,311.7,11.5,1640,30.8,5289.6,191
9087,1,0,307.8,10.7,1681,27.6,4858.54,181
2389,1,0,308.5,9.3,1867,27.0,5278.82,138
2980,1,0,309.5,9.1,1447,39.3,5955.11,110
5072,1,0,313.0,8.9,1408,45.3,6679.28,28
7841,1,0,311.5,11.4,1471,47.2,7270.82,201
2178,1,0,309.2,9.6,1602,37.3,6257.49,31
8489,1,0,309.4,11.0,1461,46.3,7083.69,121
606,1,0,309.8,11.9,1461,50.5,7726.28,38
3867,0,1,311.6,8.9,2709,9.7,2751.75,2
9890,1,0,309.5,10.7,1645,32.8,5650.26,157
832,1,0,307.4,10.8,1521,38.6,6148.16,173
8398,1,0,309.7,11.2,2617,12.1,3316.02,102
9544,1,0,311.0,11.4,1708,31.0,5544.7,122
7903,1,0,312.3,11.5,1435,44.8,6732.22,134
4041,1,0,310.9,8.9,1539,34.2,5511.8,13
7268,1,0,310.6,10.1,1543,36.2,5849.29,30
8033,1,0,311.9,11.2,1485,38.8,6033.74,9
4253,0,1,311.0,8.4,1329,48.6,6763.79,111
1634,0,0,307.9,10.0,1406,58.5,8613.3,93
8382,1,0,310.0,11.1,1719,27.3,4914.36,58
750,1,0,308.0,11.3,1535,36.8,5915.41,210
9587,0,1,310.5,11.2,1462,40.5,6200.56,24
9269,1,0,308.8,10.6,1354,60.9,8635.04,32
376,0,1,308.2,10.8,1401,51.9,7614.37,117
9868,1,0,309.9,11.0,1526,35.4,5657.0,96
1911,0,1,307.8,9.7,1316,57.2,7882.8,191
5262,1,0,312.8,9.4,1449,43.9,6661.34,94
6010,0,0,310.7,10.0,1428,43.4,6490.03,26
4719,0,1,311.7,8.3,1690,34.9,6176.48,189
4881,0,1,312.6,8.8,1406,47.1,6934.81,162
3323,1,0,310.5,9.0,1589,36.7,6106.87,118
9274,1,0,308.7,10.5,1428,54.9,8209.74,45
9060,0,0,308.3,11.1,1453,45.8,6968.83,105
8479,1,0,309.7,11.1,1627,33.4,5690.66,99
2154,0,1,308.9,9.6,1767,24.8,4588.99,196
5973,1,0,310.8,10.3,1354,51.8,7344.75,157
8908,1,0,308.5,11.3,1518,44.3,7042.13,163
5579,1,0,312.2,9.6,1695,27.1,4810.25,32
1072,0,1,307.9,10.9,1414,46.2,6841.01,165
2220,0,1,309.0,9.4,1736,26.1,4744.81,146
449,1,0,308.7,11.1,1622,37.9,6437.52,79
3285,1,0,309.9,8.7,1687,29.7,5246.87,30
9609,1,0,310.1,11.1,1470,40.3,6203.7,83
3516,1,0,311.1,9.1,1402,47.8,7017.86,182
8705,1,0,308.6,11.4,1437,52.4,7885.27,37
3068,0,0,309.0,9.0,1622,31.8,5401.4,103
5188,1,0,313.2,9.2,1632,30.6,5229.62,121
6077,1,0,310.7,9.8,1479,43.3,6706.33,201
1355,0,1,310.0,11.4,1681,35.5,6249.2,44
9649,0,0,310.0,10.9,1657,33.1,5743.53,187
8072,0,0,312.0,11.5,1375,43.2,6220.35,108
6934,1,0,311.4,10.6,1536,40.9,6578.75,22
4025,0,0,311.0,8.9,1729,26.1,4725.68,210
2147,1,0,308.9,9.5,1550,33.7,5470.04,174
3351,1,0,310.8,9.4,1680,31.4,5524.18,185
9946,1,0,307.9,9.6,1502,42.0,6606.14,103
9249,1,0,309.0,10.7,1657,32.2,5587.36,179
1769,1,0,307.9,9.5,1981,23.2,4812.84,16
3185,1,0,309.3,9.2,1685,27.1,4781.87,203
488,1,0,309.2,11.8,1584,42.8,7099.5,186
6291,0,1,310.5,9.4,1547,35.8,5799.65,81
6544,0,1,310.7,9.3,1470,46.5,7158.12,101
6612,1,0,310.6,9.0,1222,70.0,8957.73,62
2023,1,0,308.5,9.8,1444,54.2,8195.87,62
970,1,0,306.5,10.7,1568,35.1,5763.44,111
3823,0,1,310.9,8.6,1581,36.1,5976.79,109
4018,0,1,310.8,8.8,1783,23.1,4313.12,190
1120,0,0,307.7,11.1,1654,31.0,5369.4,91
3589,1,0,310.5,8.8,2465,13.7,3536.44,149
4580,1,0,311.2,8.2,1494,37.0,5788.7,67
4764,0,1,312.0,8.3,1402,48.6,7135.31,76
8443,0,1,309.9,11.3,1668,32.3,5641.92,6
1330,1,0,310.2,11.3,1696,30.2,5363.66,214
295,0,1,308.6,10.5,1716,30.7,5516.76,119
4199,0,1,311.1,8.6,1638,32.0,5488.99,198
4190,0,0,310.9,8.5,1444,40.7,6154.46,174
1602,0,0,307.9,10.1,1600,33.5,5612.98,13
2855,1,0,309.3,8.8,1528,37.0,5920.44,221
8184,1,0,311.1,11.3,2144,17.7,3973.99,190
9518,1,0,310.1,11.1,1580,41.9,6932.66,55
8527,1,0,309.3,10.9,1531,37.4,5996.19,16
2586,1,0,308.7,9.7,1537,42.8,6888.84,202
4949,0,1,312.7,8.9,1555,33.4,5438.83,128
5922,1,0,310.3,9.8,1435,43.3,6506.81,31
9654,1,0,310.0,10.9,1367,56.3,8059.45,203
8577,1,0,308.3,10.7,1502,43.2,6794.89,139
7925,0,1,311.9,11.2,1697,28.2,5011.41,191
5813,1,0,311.0,9.8,1761,29.1,5366.37,195
5811,1,0,311.1,9.8,1454,40.3,6136.18,191
7661,1,0,311.6,11.1,1575,32.5,5360.34,168
3963,0,0,311.5,9.2,1526,38.2,6104.45,47
9138,1,0,308.6,11.0,1522,37.0,5897.19,106
302,0,0,308.4,10.6,1512,35.1,5557.6,138
428,0,1,308.6,11.0,1595,36.9,6163.33,25
368,1,0,308.4,10.9,1489,39.5,6159.14,96
2364,1,0,308.5,9.3,1366,49.7,7109.45,74
9627,0,1,310.0,11.1,1487,36.6,5699.29,129
7767,0,0,311.4,11.2,1319,54.6,7541.64,15
8041,0,0,311.9,11.1,1431,48.5,7267.92,25
8657,1,0,308.4,11.0,1421,46.0,6845.11,124
6724,1,0,310.6,9.3,1560,36.8,6011.75,113
862,0,0,306.8,10.7,1645,31.0,5340.18,41
544,0,1,309.4,11.9,1831,26.6,5100.33,105
1597,1,0,308.1,10.2,1531,40.8,6541.3,2
6514,1,0,309.9,8.9,1507,41.8,6596.57,19
1463,1,0,310.1,11.3,1607,39.5,6647.24,105
5340,1,0,312.7,9.2,1393,49.3,7191.62,82
8618,1,0,308.7,11.0,1829,24.9,4769.16,17
369,0,0,308.4,10.9,1587,36.1,5999.47,98
6123,1,0,310.9,10.0,1477,41.5,6418.85,100
2643,0,1,309.4,9.6,1401,48.1,7056.87,143
8368,1,0,309.8,10.9,1534,42.1,6762.95,23
6234,1,0,310.8,9.6,1479,41.2,6381.08,155
5345,1,0,312.8,9.3,1524,39.4,6287.96,96
3175,1,0,309.6,9.3,1468,44.7,6871.67,179
8980,1,0,307.6,10.6,1513,42.4,6717.9,124
7431,0,1,311.4,11.4,1352,61.8,8749.71,10
7316,1,0,310.4,10.5,1497,47.0,7367.98,150
9261,0,0,309.0,10.7,1470,38.4,5911.22,10
450,0,1,308.7,11.1,1419,41.7,6196.51,81
971,1,0,306.6,10.7,1557,41.1,6701.3,113
9344,1,0,308.8,10.6,1616,33.7,5702.95,16
9187,1,0,309.0,11.1,1379,47.3,6830.52,28
550,1,0,309.2,11.8,1698,29.4,5227.74,119
7122,1,0,310.4,9.5,1788,27.8,5205.24,90
3059,0,1,309.0,9.0,1368,45.8,6561.15,81
4879,0,0,312.5,8.8,1520,35.6,5666.6,154
1606,1,0,307.7,9.9,1505,39.7,6256.85,25
4514,1,0,310.3,7.9,1479,36.2,5606.67,115
8418,1,0,310.2,11.3,1971,23.2,4788.54,155
9936,0,0,308.2,9.9,1534,33.2,5333.25,75
52,0,0,309.0,10.2,1497,43.8,6866.33,147
1646,0,1,307.7,9.8,1527,42.8,6844.02,125
9798,1,0,309.3,10.8,1471,44.7,6885.71,119
6192,1,0,310.9,9.9,1428,45.3,6774.15,47
1140,0,1,307.9,11.0,1385,44.8,6497.65,144
6811,1,0,310.6,9.7,1504,46.4,7307.93,129
2979,1,0,309.5,9.0,1542,38.5,6216.9,108
3902,1,0,311.1,8.9,1630,34.6,5905.98,94
8665,1,0,308.7,11.1,1365,50.6,7232.89,143
5979,0,0,310.7,10.1,1501,45.3,7120.45,175
6031,1,0,310.7,10.1,1455,40.6,6186.11,82
7236,0,1,310.0,10.2,1460,37.1,5672.25,169
696,0,1,309.0,11.4,1815,25.3,4808.68,66
7403,1,0,310.8,11.0,1376,48.6,7002.99,159
8711,1,0,308.5,11.4,1733,28.7,5208.46,50
536,1,0,309.3,11.9,1759,24.8,4568.21,81
7587,1,0,311.1,10.7,1405,54.1,7959.8,193
5914,1,0,310.3,9.6,1592,36.0,6001.7,14
643,0,1,309.4,11.6,1495,36.5,5714.3,132
1865,1,0,307.7,9.8,1567,34.7,5694.13,74
5119,1,0,313.6,9.4,1411,46.0,6796.94,149
279,1,0,308.1,10.1,1819,23.4,4457.35,78
2537,0,0,308.7,9.8,1353,48.1,6815.09,79
2922,1,0,309.7,8.9,1481,38.1,5908.93,153
2193,0,1,308.9,9.4,1448,42.9,6505.11,74
7921,1,0,311.9,11.2,1419,47.7,7088.09,179
4462,1,0,310.5,7.8,1263,67.8,8967.3,197
8727,1,0,308.7,11.5,1501,38.5,6051.6,86
260,0,1,308.3,10.1,1522,49.1,7825.73,22
9021,0,1,308.2,10.8,1536,34.6,5565.39,4
8823,0,1,308.8,11.5,1447,57.4,8697.79,134
1595,1,0,308.2,10.2,1365,52.9,7561.66,218
7782,0,1,311.6,11.2,1518,36.4,5786.31,53
3746,0,0,311.3,8.8,1393,47.5,6929.04,130
7195,0,1,310.1,10.0,1443,49.3,7449.75,61
8327,0,1,309.6,10.9,1254,57.1,7498.29,124
8463,0,1,309.9,11.2,1411,45.1,6663.96,51
7146,1,0,309.9,9.5,1496,31.8,4981.81,154
4333,1,0,309.8,8.2,1588,33.9,5637.4,89
7082,1,0,310.3,9.6,1458,40.0,6107.26,207
4337,1,0,309.9,8.3,1440,43.4,6544.57,100
9098,1,0,308.1,10.8,1468,49.8,7655.68,0
8952,0,1,308.0,10.8,1478,42.5,6577.97,56
134,1,0,308.4,9.6,1369,53.0,7598.15,138
3558,1,0,310.6,8.9,1743,26.2,4782.2,71
4225,1,0,310.7,8.6,1359,49.3,7016.09,41
4513,1,0,310.3,7.9,1900,24.4,4854.81,113
3932,1,0,311.6,9.0,1953,22.4,4581.2,180
3689,1,0,311.4,9.3,1889,22.7,4490.41,194
980,1,0,306.7,10.6,1409,42.8,6315.15,134
7197,1,0,310.0,10.0,1486,41.8,6504.65,69
6078,1,0,310.7,9.9,1339,59.1,8286.99,203
1838,0,1,307.2,9.4,1456,39.6,6037.89,199
3738,0,1,311.2,8.9,1454,43.8,6669.1,112
4999,0,1,312.9,9.2,1532,41.3,6625.79,32
4713,1,0,311.8,8.3,1451,45.2,6868.07,173
998,0,1,307.2,10.8,2071,19.4,4207.37,183
8681,1,0,308.4,11.2,1605,30.0,5042.26,183
7330,0,0,310.2,10.4,1537,36.6,5890.93,191
4626,1,0,311.2,8.2,1664,29.8,5192.76,186
4889,1,0,312.5,8.8,1632,36.6,6255.04,186
1444,1,0,310.2,11.2,1477,37.9,5862.03,60
6316,1,0,310.4,9.5,1544,36.0,5820.74,148
9618,1,0,310.1,11.1,1447,42.8,6485.46,104
2212,1,0,309.1,9.4,1475,40.0,6178.47,123
9772,1,0,309.5,11.0,1561,34.8,5688.67,35
8378,0,1,309.9,11.1,1331,61.6,8585.93,46
112,0,1,308.7,9.9,1498,39.5,6196.37,89
6137,0,1,310.8,9.9,1988,19.7,4101.2,136
6347,1,0,309.7,9.5,1421,44.6,6636.78,17
8000,0,1,312.0,11.2,1443,53.3,8054.2,151
4877,0,1,312.4,8.7,1546,33.7,5455.92,149
8866,0,0,308.9,11.0,1416,39.6,5872.01,45
2907,0,1,309.4,8.8,1581,35.7,5910.56,117
9958,0,1,307.8,9.7,1525,35.9,5733.14,132
759,0,1,307.8,11.1,1537,36.3,5842.64,233
5061,1,0,312.9,8.9,1363,62.5,8920.81,200
3023,1,0,309.5,9.1,1711,29.2,5231.92,215
9319,1,0,309.4,10.9,1911,21.5,4302.57,164
453,1,0,308.7,11.3,1510,36.2,5724.19,92
9607,1,0,310.1,11.2,1571,36.8,6054.14,78
6691,0,1,311.0,9.3,1510,47.8,7558.46,27
7202,1,0,309.7,9.7,1326,61.9,8595.33,80
6063,1,0,311.1,10.0,1450,43.3,6574.83,168
777,1,0,307.8,11.1,1382,47.5,6874.33,37
5365,1,0,312.6,9.5,1548,36.4,5900.66,150
9041,1,0,308.3,11.0,1309,61.5,8430.31,56
8608,1,0,308.4,11.0,1369,50.6,7254.08,220
1871,1,0,308.1,9.8,1840,21.5,4142.71,88
1359,1,0,310.2,11.5,1404,50.3,7395.43,54
6647,1,0,310.5,9.0,1927,22.4,4520.21,149
367,0,1,308.4,10.8,1569,38.3,6292.89,93
5025,0,1,313.1,9.2,1473,42.8,6601.99,97
5355,0,0,312.5,9.2,1328,49.8,6925.58,120
360,0,1,308.3,10.8,1521,38.2,6084.45,74
596,0,1,309.6,12.0,1530,37.3,5976.25,10
3162,1,0,309.9,9.4,1480,40.0,6199.41,148
9323,1,0,309.4,10.8,1447,40.2,6091.49,173
9257,0,1,309.1,10.8,1296,58.7,7966.58,201
7164,0,1,310.1,9.9,1474,44.0,6791.7,198
9900,0,0,309.2,10.5,1449,42.3,6418.56,182
7639,1,0,311.4,10.9,1466,41.8,6417.1,112
7058,1,0,310.6,9.9,1520,45.9,7306.09,146
8951,1,0,308.1,10.8,1763,28.4,5243.23,54
8045,0,1,311.9,11.2,1366,55.1,7881.9,36
1529,1,0,309.0,10.9,1557,36.0,5869.75,56
2567,1,0,309.1,9.7,1766,24.6,4549.4,158
6418,0,0,309.9,9.6,1405,52.1,7665.54,205
2184,1,0,309.4,9.6,1475,43.4,6703.64,51
4286,0,1,309.9,8.2,1434,47.9,7193.05,189
8950,1,0,308.2,10.8,1419,50.0,7429.87,52
1626,0,1,307.8,9.9,1303,59.3,8091.48,75
6651,0,1,310.4,8.9,1276,55.6,7429.41,158
125,1,0,308.6,9.7,1560,32.2,5260.28,118
8576,1,0,308.3,10.7,1523,39.5,6299.78,137
7731,1,0,312.0,11.4,1566,30.1,4936.13,128
1572,1,0,308.3,10.1,1230,59.6,7676.8,162
821,1,0,307.6,10.9,1474,41.7,6436.68,148
5957,1,0,310.9,10.2,1637,37.2,6377.06,115
642,0,1,309.4,11.6,1226,58.7,7536.28,129
7840,1,0,311.6,11.4,1606,31.0,5213.58,199
1670,1,0,307.8,9.6,1528,31.1,4976.37,194
7140,1,0,309.9,9.4,1382,46.5,6729.61,134
798,0,1,307.8,10.9,1828,24.6,4709.12,91
8270,0,1,310.8,11.7,1517,38.4,6100.22,185
6626,1,0,310.6,9.0,1613,42.5,7178.8,97
6850,0,1,311.2,10.2,1521,35.8,5702.18,13
4074,1,0,310.7,8.7,1453,42.7,6497.14,92
5208,1,0,312.7,8.9,1664,29.3,5105.63,178
8351,0,1,309.6,10.9,1686,26.2,4625.81,189
9575,0,1,310.8,11.2,1603,35.4,5942.45,202
8573,1,0,308.4,10.8,1626,32.4,5516.89,130
8050,1,0,312.0,11.3,1401,51.1,7497.0,50
9032,1,0,308.3,10.9,1723,28.8,5196.45,33
5664,0,1,311.4,9.2,1539,35.1,5656.85,24
3119,1,0,309.4,9.3,1858,23.6,4591.84,26
7248,1,0,310.1,10.1,1762,28.0,5166.45,202
7042,1,0,310.5,9.9,1642,29.9,5141.3,100
5693,0,1,311.8,9.4,1453,42.1,6405.84,105
1076,1,0,307.7,10.8,1653,35.9,6214.35,177
537,0,0,309.3,11.9,1516,43.0,6826.47,83
3984,1,0,311.3,9.0,1652,32.8,5674.3,108
8817,0,0,308.6,11.3,1376,53.5,7709.05,112
586,1,0,309.6,12.0,1501,49.8,7827.78,222
2078,0,1,309.3,9.9,1692,28.4,5032.08,201
723,0,1,308.9,11.5,1500,46.3,7272.79,137
6315,0,1,310.4,9.4,1517,46.1,7323.44,145
496,0,1,309.2,11.7,1530,40.0,6408.85,206
4494,0,0,310.4,7.8,1649,30.1,5197.75,62
2772,1,0,309.4,9.5,1467,41.2,6329.3,20
4114,1,0,310.6,8.6,1358,53.1,7551.32,194
4994,0,1,312.6,9.1,1642,29.4,5055.33,18
6406,1,0,309.8,9.6,1526,45.6,7286.99,175
6807,1,0,310.8,9.8,1549,41.4,6715.53,121
3793,1,0,310.9,8.6,1379,49.3,7119.34,34
8630,1,0,308.4,11.0,1371,57.4,8240.96,52
200,1,0,308.6,10.2,1609,35.0,5897.29,103
1740,0,1,307.9,9.4,1640,33.1,5684.61,146
9791,0,1,309.4,10.9,1521,37.5,5972.95,94
6483,1,0,309.9,9.2,1412,45.3,6698.25,155
7129,1,0,310.0,9.4,1635,31.0,5307.72,107
9006,1,0,307.9,10.6,1417,41.8,6202.61,186
3688,1,0,311.2,9.2,1420,45.8,6810.55,192
8148,0,1,310.7,11.2,1488,39.5,6155.01,95
1030,1,0,307.4,11.1,1760,28.4,5234.31,56
3540,1,0,310.9,9.0,1574,31.4,5175.63,27
1147,0,1,308.0,10.9,1690,25.6,4530.6,159
2380,1,0,308.1,9.1,1242,60.9,7920.77,117
1710,1,0,307.8,9.6,1530,35.9,5751.94,68
8621,0,1,308.5,10.9,1431,52.6,7882.32,26
1656,1,0,308.1,9.9,1532,42.5,6818.3,154
2784,1,0,309.6,9.4,1430,52.7,7891.79,47
8977,0,1,307.5,10.6,1556,31.2,5083.85,116
6304,1,0,310.5,9.4,1532,37.5,6016.15,119
1877,0,1,307.8,9.6,1566,33.8,5542.9,100
7385,0,1,310.5,10.7,1375,53.9,7761.04,110
8931,1,0,308.4,11.0,1434,39.9,5991.71,2
9615,0,1,310.2,11.2,1564,39.9,6534.89,97
2917,1,0,309.5,8.9,1516,39.0,6191.45,142
3071,1,0,309.0,9.0,2174,16.9,3847.47,112
106,1,0,308.7,9.9,1445,48.5,7339.02,70
5099,1,0,313.5,9.3,1438,50.1,7544.41,100
7536,1,0,311.3,11.2,2579,12.5,3375.9,64
4903,1,0,312.4,8.8,2232,16.8,3926.74,0
4766,0,1,312.0,8.4,1645,35.7,6149.82,81
2549,1,0,309.2,9.8,1489,42.3,6595.74,114
3488,1,0,310.9,9.0,1379,54.8,7913.59,99
7599,1,0,311.0,10.5,1759,28.3,5212.92,13
9493,1,0,309.8,10.7,1398,55.4,8110.46,217
2735,1,0,309.2,9.5,1412,45.4,6713.04,147
6851,0,1,311.2,10.2,1394,41.3,6028.95,16
423,1,0,308.3,11.0,1484,43.9,6822.24,13
7357,1,0,310.1,10.5,1487,42.9,6680.31,42
6415,1,0,310.1,9.7,1503,42.2,6642.02,196
9185,1,0,309.1,11.2,1442,50.3,7595.6,24
9219,0,1,308.8,11.1,1350,57.0,8058.19,105
6012,0,0,310.9,10.1,1425,44.0,6565.93,33
5537,1,0,311.8,9.4,1648,30.0,5177.34,122
9356,1,0,308.9,10.6,1270,52.7,7008.79,44
3226,1,0,309.3,8.8,1465,46.0,7057.06,89
7148,0,1,309.8,9.5,1617,40.8,6908.74,158
4552,0,1,310.5,7.8,1880,22.7,4469.02,207
3620,0,0,311.2,9.3,1474,41.8,6452.12,18
5033,1,0,313.1,9.1,1564,50.9,8336.49,119
1484,0,1,309.0,11.0,1562,39.2,6412.03,155
3272,0,1,310.0,8.7,1593,30.8,5138.01,210
2906,1,0,309.3,8.7,1409,38.7,5710.19,115
5655,1,0,311.5,9.2,1387,47.3,6870.15,2
8168,1,0,311.1,11.4,1690,30.6,5415.48,148
668,1,0,308.9,11.4,1738,24.0,4368.07,195
7994,1,0,312.3,11.3,1424,43.5,6486.76,136
3998,1,0,311.0,8.9,1586,35.1,5829.6,142
5928,0,1,310.1,9.9,1550,38.7,6281.61,45
9512,1,0,310.2,11.2,1575,37.8,6234.49,42
635,1,0,310.0,11.7,1858,23.9,4650.21,114
5004,1,0,312.8,9.1,1364,46.3,6613.39,44
3202,1,0,309.2,9.0,1430,43.4,6499.12,24
7175,1,0,310.1,10.0,1569,43.5,7147.28,17
322,1,0,308.5,10.7,1448,40.0,6065.37,192
5338,0,1,312.5,9.2,1674,32.7,5732.34,76
6826,1,0,310.9,9.9,1822,21.6,4121.27,168
9565,0,1,311.1,11.3,1498,38.1,5976.75,176
3708,1,0,311.4,9.3,1549,44.6,7234.61,31
175,1,0,308.1,9.9,1382,43.5,6295.44,37
403,1,0,308.6,11.3,1273,59.8,7971.83,182
9073,1,0,308.1,10.9,1689,31.2,5518.4,145
3303,1,0,310.4,9.2,1390,49.9,7263.47,74
8454,1,0,310.0,11.4,1522,40.3,6423.15,32
2008,1,0,308.3,9.8,1811,24.7,4684.29,27
3552,0,1,310.9,9.1,1358,52.3,7437.55,56
8725,0,1,308.5,11.4,1515,42.1,6679.18,81
7905,0,1,312.4,11.6,1465,43.7,6704.21,139
3565,0,1,310.7,8.9,1420,52.0,7732.51,88
437,1,0,308.3,11.0,1538,38.5,6200.77,47
4815,0,0,311.9,8.5,1534,33.2,5333.25,210
3847,0,1,311.0,8.7,1450,45.7,6939.25,175
3483,0,0,310.8,8.9,1455,42.7,6506.08,85
5299,1,0,313.1,9.4,1355,49.1,6967.06,188
1356,1,0,309.9,11.3,1593,37.4,6239.01,47
184,1,0,308.2,10.0,1667,30.6,5341.78,59
1603,0,1,307.8,10.0,1622,32.1,5452.36,18
2229,1,0,308.7,9.3,1681,30.8,5421.84,171
105,1,0,308.7,9.9,1591,31.1,5181.54,68
109,1,0,308.7,9.8,1572,34.1,5613.52,80
742,1,0,308.2,11.4,1643,34.7,5970.29,191
1996,0,1,308.0,9.6,1416,38.2,5664.42,198
8574,1,0,308.3,10.7,1424,53.9,8037.62,132
8670,1,0,308.9,11.4,1581,30.4,5033.08,155
8904,1,0,308.7,11.3,1584,38.2,6336.47,154
9203,1,0,308.8,11.0,1559,35.2,5746.69,66
9448,1,0,309.0,10.8,1780,29.3,5461.55,91
6356,0,1,309.7,9.6,1420,48.4,7197.18,36
1514,0,1,308.8,10.7,1628,37.6,6410.19,12
4919,1,0,312.2,8.9,1506,40.0,6308.32,50
4971,1,0,312.7,8.9,1838,27.8,5350.8,181
3398,1,0,310.7,9.3,1675,30.7,5384.95,92
4870,0,1,312.4,8.7,1631,28.5,4867.74,132
4761,0,0,311.9,8.2,1332,52.7,7350.95,66
672,0,1,308.9,11.3,1433,43.2,6482.74,206
3070,1,0,309.1,9.1,1631,28.3,4833.58,110
311,0,1,308.6,10.6,1453,44.1,6710.16,165
1932,0,1,308.0,9.9,1686,29.3,5173.13,35
3025,1,0,309.6,9.1,1366,50.2,7180.97,219
5625,1,0,312.1,9.4,1728,24.4,4415.32,146
571,0,1,309.8,12.0,1676,29.0,5089.8,178
1472,0,1,309.6,11.1,1438,44.5,6701.12,124
182,0,1,308.2,10.1,1342,48.1,6759.68,54
1497,1,0,308.7,10.7,1629,34.3,5851.18,191
3416,1,0,310.5,9.0,1435,44.6,6702.17,135
9449,0,1,308.8,10.7,1434,41.8,6277.03,93
4481,0,1,310.4,7.8,1544,35.1,5675.22,25
4055,1,0,311.0,9.0,1865,22.7,4433.36,48
1023,1,0,307.3,11.1,1881,24.3,4786.56,40
6060,1,0,311.1,10.1,1615,35.6,6020.76,158
8815,0,0,308.5,11.2,1435,55.0,8265.01,104
933,1,0,306.0,10.5,1597,37.2,6221.23,16
4619,0,0,311.3,8.2,2056,19.7,4241.49,167
7061,1,0,310.4,9.8,1446,49.7,7525.81,155
6949,0,1,311.2,10.5,1769,26.5,4909.11,63
5438,1,0,312.5,9.6,1683,32.1,5657.41,85
3259,0,1,310.0,8.8,1625,31.6,5377.36,173
4379,0,1,309.5,7.7,1732,30.1,5459.38,220
6570,1,0,310.6,9.2,1634,31.1,5321.59,171
8170,1,0,311.3,11.4,1522,45.7,7283.82,153
3642,1,0,311.6,9.3,1309,57.6,7895.7,77
4384,1,0,309.6,7.8,1443,42.7,6452.42,231
8352,1,0,309.6,11.0,1491,36.9,5761.46,192
